imgid,image_path,image_filename,timestamp,x_enu_m,y_enu_m,z_enu_m,lat,lon,alt,quality_status,quality_error,image_width,image_height,brightness_mean,contrast_std,blur_score_laplacian_var,orb_keypoints,is_low_blur_score,is_low_feature_count,is_low_contrast,weak_frame_candidate
319,data/raw/zurich_mav_sample/MAV_Images/00319.jpg,00319.jpg,17588112,0.9158213051850908,0.4280856857076287,1.8389999999999984,47.384361,8.5451905,466.749,ok,,1920,1080,109.07406539351852,63.007848206503425,1261.3954537085608,1000,False,False,False,False
320,data/raw/zurich_mav_sample/MAV_Images/00320.jpg,00320.jpg,17621445,0.9158213051850908,0.4280856857076287,1.8389999999999984,47.384361,8.5451905,466.749,ok,,1920,1080,109.08209587191358,63.046904993113785,1292.101069330998,1000,False,False,False,False
321,data/raw/zurich_mav_sample/MAV_Images/00321.jpg,00321.jpg,17654778,0.9158213051850908,0.4280856857076287,1.8389999999999984,47.384361,8.5451905,466.749,ok,,1920,1080,109.08521026234568,63.09738062364067,1357.6044562504328,1000,False,False,False,False
322,data/raw/zurich_mav_sample/MAV_Images/00322.jpg,00322.jpg,17688111,0.9158213051850908,0.4280856857076287,1.8389999999999984,47.384361,8.5451905,466.749,ok,,1920,1080,108.65694637345679,63.229426912120914,1580.058515201929,1000,False,False,False,False
323,data/raw/zurich_mav_sample/MAV_Images/00323.jpg,00323.jpg,17721444,0.9158213051850908,0.4280856857076287,1.8389999999999984,47.384361,8.5451905,466.749,ok,,1920,1080,108.85985291280865,63.12659762598729,1447.1036266891133,1000,False,False,False,False
324,data/raw/zurich_mav_sample/MAV_Images/00324.jpg,00324.jpg,17754777,0.9158213051850908,0.4280856857076287,1.8389999999999984,47.384361,8.5451905,466.749,ok,,1920,1080,108.99915075231482,62.94300705484851,1284.4109603245804,1000,False,False,False,False
325,data/raw/zurich_mav_sample/MAV_Images/00325.jpg,00325.jpg,17784803,0.8549840910127386,0.3506449218839407,1.899000000000001,47.3843603,8.5451897,466.809,ok,,1920,1080,108.95735966435186,62.96215274152639,1319.6733845646847,1000,False,False,False,False
326,data/raw/zurich_mav_sample/MAV_Images/00326.jpg,00326.jpg,17818136,0.8549840910127386,0.3506449218839407,1.899000000000001,47.3843603,8.5451897,466.809,ok,,1920,1080,108.9271055169753,62.99294282481782,1350.6999150397326,1000,False,False,False,False
327,data/raw/zurich_mav_sample/MAV_Images/00327.jpg,00327.jpg,17851469,0.8549840910127386,0.3506449218839407,1.899000000000001,47.3843603,8.5451897,466.809,ok,,1920,1080,108.90337094907407,62.99780800078427,1309.3901777876797,1000,False,False,False,False
328,data/raw/zurich_mav_sample/MAV_Images/00328.jpg,00328.jpg,17884802,0.8549840910127386,0.3506449218839407,1.899000000000001,47.3843603,8.5451897,466.809,ok,,1920,1080,108.9778091242284,63.003958805593456,1286.7845666007136,1000,False,False,False,False
329,data/raw/zurich_mav_sample/MAV_Images/00329.jpg,00329.jpg,17918135,0.8549840910127386,0.3506449218839407,1.899000000000001,47.3843603,8.5451897,466.809,ok,,1920,1080,109.00356095679012,62.850946266682634,1212.0233062528305,1000,False,False,False,False
330,data/raw/zurich_mav_sample/MAV_Images/00330.jpg,00330.jpg,17951468,0.8549840910127386,0.3506449218839407,1.899000000000001,47.3843603,8.5451897,466.809,ok,,1920,1080,108.94210021219136,62.908085474921045,1275.0285430238812,1000,False,False,False,False
331,data/raw/zurich_mav_sample/MAV_Images/00331.jpg,00331.jpg,17985701,0.7110556508996524,0.2625758228823542,1.975999999999999,47.3843595,8.5451878,466.886,ok,,1920,1080,108.93804060570987,63.03764117202268,1364.3192448053214,1000,False,False,False,False
332,data/raw/zurich_mav_sample/MAV_Images/00332.jpg,00332.jpg,18019034,0.7110556508996524,0.2625758228823542,1.975999999999999,47.3843595,8.5451878,466.886,ok,,1920,1080,108.91574508101851,63.12582557650934,1446.288880448147,1000,False,False,False,False
333,data/raw/zurich_mav_sample/MAV_Images/00333.jpg,00333.jpg,18052367,0.7110556508996524,0.2625758228823542,1.975999999999999,47.3843595,8.5451878,466.886,ok,,1920,1080,108.93744261188272,63.06477630099826,1386.475726520502,1000,False,False,False,False
334,data/raw/zurich_mav_sample/MAV_Images/00334.jpg,00334.jpg,18085700,0.7110556508996524,0.2625758228823542,1.975999999999999,47.3843595,8.5451878,466.886,ok,,1920,1080,108.91685956790124,62.76750246456546,1210.1839742476857,1000,False,False,False,False
335,data/raw/zurich_mav_sample/MAV_Images/00335.jpg,00335.jpg,18119033,0.7110556508996524,0.2625758228823542,1.975999999999999,47.3843595,8.5451878,466.886,ok,,1920,1080,108.88584780092593,62.72643699198202,1157.3205082053541,1000,False,False,False,False
336,data/raw/zurich_mav_sample/MAV_Images/00336.jpg,00336.jpg,18152366,0.7110556508996524,0.2625758228823542,1.975999999999999,47.3843595,8.5451878,466.886,ok,,1920,1080,108.74523292824074,62.95115537194499,1324.0864983091822,1000,False,False,False,False
337,data/raw/zurich_mav_sample/MAV_Images/00337.jpg,00337.jpg,18192591,0.635122740699444,0.1852232459932565,1.960999999999956,47.3843588,8.5451868,466.871,ok,,1920,1080,108.13465663580247,63.149701210995175,1555.3761386088674,1000,False,False,False,False
338,data/raw/zurich_mav_sample/MAV_Images/00338.jpg,00338.jpg,18225924,0.635122740699444,0.1852232459932565,1.960999999999956,47.3843588,8.5451868,466.871,ok,,1920,1080,108.29800829475309,63.169155309918516,1476.800348941342,1000,False,False,False,False
339,data/raw/zurich_mav_sample/MAV_Images/00339.jpg,00339.jpg,18259257,0.635122740699444,0.1852232459932565,1.960999999999956,47.3843588,8.5451868,466.871,ok,,1920,1080,108.43059076003087,63.027059227731634,1373.9617934146631,1000,False,False,False,False
340,data/raw/zurich_mav_sample/MAV_Images/00340.jpg,00340.jpg,18292590,0.635122740699444,0.1852232459932565,1.960999999999956,47.3843588,8.5451868,466.871,ok,,1920,1080,108.42795042438271,63.023605500894796,1384.4682137524828,1000,False,False,False,False
341,data/raw/zurich_mav_sample/MAV_Images/00341.jpg,00341.jpg,18325923,0.635122740699444,0.1852232459932565,1.960999999999956,47.3843588,8.5451868,466.871,ok,,1920,1080,108.45965567129629,62.96189107282527,1331.5959198666828,1000,False,False,False,False
342,data/raw/zurich_mav_sample/MAV_Images/00342.jpg,00342.jpg,18359256,0.635122740699444,0.1852232459932565,1.960999999999956,47.3843588,8.5451868,466.871,ok,,1920,1080,108.45542004243828,62.86959742494221,1284.7599937306816,1000,False,False,False,False
343,data/raw/zurich_mav_sample/MAV_Images/00343.jpg,00343.jpg,18384222,0.5366112127085216,0.1191163072362542,1.9459999999999693,47.3843582,8.5451855,466.856,ok,,1920,1080,108.33978973765431,62.99144577367591,1381.6713550979425,1000,False,False,False,False
344,data/raw/zurich_mav_sample/MAV_Images/00344.jpg,00344.jpg,18417555,0.5366112127085216,0.1191163072362542,1.9459999999999693,47.3843582,8.5451855,466.856,ok,,1920,1080,108.3158203125,63.11239075803237,1506.4112037029736,1000,False,False,False,False
345,data/raw/zurich_mav_sample/MAV_Images/00345.jpg,00345.jpg,18450888,0.5366112127085216,0.1191163072362542,1.9459999999999693,47.3843582,8.5451855,466.856,ok,,1920,1080,108.37169222608024,63.04480015101325,1422.3875646218385,1000,False,False,False,False
346,data/raw/zurich_mav_sample/MAV_Images/00346.jpg,00346.jpg,18484221,0.5366112127085216,0.1191163072362542,1.9459999999999693,47.3843582,8.5451855,466.856,ok,,1920,1080,108.33643711419754,63.064999565644925,1433.7252106341946,1000,False,False,False,False
347,data/raw/zurich_mav_sample/MAV_Images/00347.jpg,00347.jpg,18517554,0.5366112127085216,0.1191163072362542,1.9459999999999693,47.3843582,8.5451855,466.856,ok,,1920,1080,108.37655333719135,63.17346948248013,1505.6675990344213,1000,False,False,False,False
348,data/raw/zurich_mav_sample/MAV_Images/00348.jpg,00348.jpg,18550887,0.5366112127085216,0.1191163072362542,1.9459999999999693,47.3843582,8.5451855,466.856,ok,,1920,1080,108.42548032407407,63.215569366422585,1529.2625276037948,1000,False,False,False,False
349,data/raw/zurich_mav_sample/MAV_Images/00349.jpg,00349.jpg,18588175,0.6426056644995697,0.1740657957270741,1.8059999999999832,47.3843587,8.5451869,466.716,ok,,1920,1080,108.35926745756173,63.2407102046086,1604.7028909987644,1000,False,False,False,False
350,data/raw/zurich_mav_sample/MAV_Images/00350.jpg,00350.jpg,18621508,0.6426056644995697,0.1740657957270741,1.8059999999999832,47.3843587,8.5451869,466.716,ok,,1920,1080,108.43398919753086,63.062125714827616,1443.6596773711588,1000,False,False,False,False
